#ordered from greatest cyc/day to lowest (p modes to g modes)
f16,True,9.305774937430675
f23,True,6.678512414603683
f13,True,5.3158585050535505
f0,True,4.680078520649031
f15,True,4.342428999073887
f20,True,4.19557630203085
f25,True,3.8650442321757352
f24,True,3.521319210034315
f19,True,2.3521507323008235
f21,True,2.203486222547356
f14,True,2.17723527296252
f12,True,2.01442084438436
f11,True,1.8472889444838148
f9,True,1.6791718195726302
f10,True,1.512843271915752
f5,True,1.3432655396843467
f8,True,1.1767665604886695
f6,True,1.0080561734766582
f7,True,0.8377928346656643
f2,True,0.6731103364821193
f3,True,0.5277885212606825
f22,True,0.5034398742178596
f1,True,0.33676438901781813
f18,True,0.24965831300328017
f17,True,0.17538515970520213
f4,True,0.17537683079751967

