label,include,freq,fixfreq,freqerr,amp,fixamp,amperr,phase,brute,fixphase,phaseerr
f0,True,4.680078520649031,False,8.265642132292149e-07,0.005540905157301098,False,2.3759768200208367e-07,0.7014830993120995,False,False,6.981846475362607e-06
f1,True,0.33676438901781813,False,1.5391504747547283e-06,0.0033359870437622945,False,2.3179491708526962e-07,0.6068510454861098,False,False,1.1102518487285485e-05
f10,True,1.512843271915752,False,4.37553871399831e-06,0.0010721816920473237,False,2.2721020554480678e-07,0.8364121095605697,False,False,3.395939973724701e-05
f11,True,1.8472889444838148,False,5.530558510996881e-06,0.0008501374937169817,False,2.272954053014525e-07,0.1773901499218482,False,False,4.315930326103873e-05
f12,True,2.01442084438436,False,5.9609775506048e-06,0.0007916464022145406,False,2.2842701048055898e-07,0.5428420819471285,False,False,4.6310473131115275e-05
f13,True,5.3158585050535505,False,6.174744939783806e-06,0.0007258810011487889,False,2.4067363291772107e-07,0.8346782820462977,False,False,5.4332707080784156e-05
f14,True,2.17723527296252,False,1.224189908910759e-05,0.0006507547761291876,False,2.8338149599381e-07,0.29328551183698437,False,False,0.00010293104944853945
f15,True,4.342428999073887,False,6.856574973430817e-06,0.0006657311972729699,False,2.3649088327759524e-07,0.48789793907053536,False,False,5.744224082259489e-05
f16,True,9.305774937430675,False,8.317317094948621e-06,0.0005398732360885985,False,3.3244461405236203e-07,0.0652490297179611,False,False,9.559750547309177e-05
f17,True,0.17538515970520213,False,0.014098179779525457,2.0138608671012608,False,8635.914899100397,0.25244952057374803,False,False,0.40761099360231506
f18,True,0.24965831300328017,False,8.17753246278741e-06,0.0007293328239214648,False,2.392927370477237e-07,0.0012704719014209331,False,False,5.367070077614644e-05
f19,True,2.3521507323008235,False,9.943431757368213e-06,0.00046316004637964546,False,2.296693037705861e-07,0.13422618579352275,False,False,7.927831632129382e-05
f2,True,0.6731103364821193,False,1.8243497794454537e-06,0.0026934561669230504,False,2.2859827448585885e-07,0.44402106689608445,False,False,1.3726874959632196e-05
f20,True,4.19557630203085,False,1.1326582237263644e-05,0.0004024658920239826,False,2.3643906464259774e-07,0.25116127873116056,False,False,9.443626634912018e-05
f21,True,2.203486222547356,False,1.7835784462899697e-05,0.00044082548651325324,False,2.718792453988881e-07,0.6793437448595796,False,False,0.00015327867233803485
f22,True,0.5034398742178596,False,5.946289232028114e-06,0.00247666659423476,False,8.824986358011933e-07,0.1703158030220493,False,False,2.732367722091074e-05
f23,True,6.678512414603683,False,1.3272263468584226e-05,0.00033490281304758026,False,2.527533578553358e-07,0.9895452962846321,False,False,0.00012527080841005363
f24,True,3.521319210034315,False,1.3034575520683801e-05,0.0003453852189969098,False,2.3069250705956126e-07,0.2595543867955712,False,False,0.00010751977327809219
f3,True,0.5277885212606825,False,1.8123922317727427e-05,0.0008235195229657321,False,8.471095744848248e-07,0.4261511867207446,False,False,8.809937428217177e-05
f4,True,0.17537683079751967,False,0.02160809647740288,2.014826005293346,False,8636.027417120924,0.7720758224396604,False,False,0.2656813138937731
f5,True,1.3432655396843467,False,2.304283962180186e-06,0.002053719614168215,False,2.2475952567770008e-07,0.1593988209865529,False,False,1.770447831402138e-05
f6,True,1.0080561734766582,False,2.2996916715663713e-06,0.0020438123065607415,False,2.2882548679598577e-07,0.6245514788706714,False,False,1.77306099938894e-05
f7,True,0.8377928346656643,False,3.0720307904687612e-06,0.0015202003723295064,False,2.2737778674260978e-07,0.7003391768455458,False,False,2.3874405920416196e-05
f8,True,1.1767665604886695,False,3.729845560682926e-06,0.0012732944535556638,False,2.2591203361322055e-07,0.34558483091905146,False,False,2.8622617407296e-05
f9,True,1.6791718195726302,False,4.46761520118485e-06,0.0010559878229564833,False,2.271632291592676e-07,0.05498371577323269,False,False,3.4682179726682536e-05
f25,True,3.8650442321757352,False,1.3854999838785687e-05,0.00033197317824701356,False,2.2472615283505333e-07,0.575395697629574,False,False,0.00010727405754394815
